event_id,timestamp,start_index,status,low_threshold_kw,high_threshold_kw,dwell_minutes,retention_minutes,retained,first_exit_minute,missing_in_dwell,missing_in_retention,n_missing_in_window,observed_event_energy_kwh,estimated_event_energy_kwh,peak_power_kw,mean_power_kw
175,2007-05-06 01:22:00,202078,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3925333333333334,0.3925333333333334,2.262,0.7850666666666668
176,2007-05-06 01:41:00,202097,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3840666666666666,0.3840666666666666,2.188,0.7681333333333332
177,2007-05-06 01:50:00,202106,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3789999999999999,0.3789999999999999,2.188,0.7579999999999998
178,2007-05-06 02:27:00,202143,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.35066666666666657,0.35066666666666657,2.202,0.7013333333333331
179,2007-05-06 02:46:00,202162,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4681666666666667,0.4681666666666667,3.11,0.9363333333333334
180,2007-05-06 03:52:00,202228,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4192,0.4192,2.266,0.8384
181,2007-05-06 04:01:00,202237,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4167666666666667,0.4167666666666667,2.266,0.8335333333333333
182,2007-05-06 04:10:00,202246,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.41266666666666674,0.41266666666666674,2.266,0.8253333333333335
183,2007-05-06 05:03:00,202299,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.38073333333333337,0.38073333333333337,2.208,0.7614666666666667
184,2007-05-06 05:12:00,202308,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.37693333333333334,0.37693333333333334,2.232,0.7538666666666667
185,2007-05-06 05:21:00,202317,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.37990000000000007,0.37990000000000007,2.274,0.7598000000000001
186,2007-05-06 05:39:00,202335,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5793666666666667,0.5793666666666667,2.608,1.1587333333333334
187,2007-05-07 16:45:00,204441,rejected_first_exit,0.308,1.528,5,30,0,22,0,0,0,0.4184333333333334,0.4184333333333334,3.01,0.8368666666666668
188,2007-05-10 06:49:00,208165,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.41183333333333333,0.41183333333333333,4.276,0.8236666666666667
189,2007-05-11 19:29:00,210365,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.20819999999999997,0.20819999999999997,1.836,0.4164
190,2007-05-15 06:50:00,215366,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4436999999999999,0.4436999999999999,4.228,0.8873999999999997
191,2007-05-17 15:56:00,218792,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.6754666666666668,0.6754666666666668,2.686,1.3509333333333335
192,2007-05-22 06:21:00,225417,rejected_first_exit,0.308,1.528,5,30,0,17,0,0,0,0.6141333333333333,0.6141333333333333,4.676,1.2282666666666666
193,2007-05-24 06:52:00,228328,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.8138333333333333,0.8138333333333333,2.952,1.6276666666666666
194,2007-05-29 06:26:00,235502,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0363333333333333,1.0363333333333333,4.226,2.0726666666666667
195,2007-06-02 07:39:00,241335,rejected_first_exit,0.308,1.528,5,30,0,10,0,0,0,0.4814333333333334,0.4814333333333334,4.322,0.9628666666666668
196,2007-06-04 06:50:00,244166,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4798333333333334,0.4798333333333334,4.452,0.9596666666666668
197,2007-06-07 19:53:00,249269,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6527333333333334,0.6527333333333334,3.298,1.3054666666666668
198,2007-06-09 07:35:00,251411,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.47669999999999996,0.47669999999999996,4.548,0.9533999999999999
199,2007-06-10 12:33:00,253149,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.1172,1.1172,3.116,2.2344
200,2007-06-12 06:52:00,255688,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.37223333333333336,0.37223333333333336,3.734,0.7444666666666667
201,2007-06-13 15:37:00,257653,rejected_first_exit,0.308,1.528,5,30,0,13,0,0,0,0.5337333333333332,0.5337333333333332,2.488,1.0674666666666666
202,2007-06-14 06:53:00,258569,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0937666666666668,1.0937666666666668,5.156,2.1875333333333336
203,2007-06-15 17:57:00,260673,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.4137333333333333,1.4137333333333333,3.694,2.8274666666666666
204,2007-06-15 21:09:00,260865,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0643333333333334,1.0643333333333334,4.728,2.1286666666666667
205,2007-06-17 09:13:00,263029,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.8233333333333333,0.8233333333333333,3.728,1.6466666666666667
206,2007-06-20 06:26:00,267182,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4503,0.4503,4.226,0.9006000000000001
207,2007-06-23 11:46:00,271822,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.31003333333333327,0.31003333333333327,2.926,0.6200666666666665
208,2007-06-25 23:44:00,275420,rejected_first_exit,0.308,1.528,5,30,0,18,0,0,0,0.7163666666666668,0.7163666666666668,3.184,1.4327333333333336
209,2007-06-27 13:57:00,277713,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.36763333333333326,0.36763333333333326,3.124,0.7352666666666665
210,2007-06-29 17:36:00,280812,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3453666666666666,0.3453666666666666,3.162,0.6907333333333333
211,2007-06-29 18:28:00,280864,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.9000666666666666,0.9000666666666666,2.828,1.8001333333333334
212,2007-06-29 18:42:00,280878,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.1184,1.1184,2.87,2.2368
213,2007-07-01 02:28:00,282784,rejected_first_exit,0.308,1.528,5,30,0,14,0,0,0,0.5964666666666665,0.5964666666666665,2.484,1.192933333333333
214,2007-07-07 17:12:00,292308,rejected_first_exit,0.308,1.528,5,30,0,11,0,0,0,0.5968333333333332,0.5968333333333332,2.736,1.1936666666666664
215,2007-07-08 13:33:00,293529,rejected_first_exit,0.308,1.528,5,30,0,15,0,0,0,0.6319000000000001,0.6319000000000001,3.672,1.2638000000000003
216,2007-07-08 20:26:00,293942,rejected_first_exit,0.308,1.528,5,30,0,12,0,0,0,0.5295666666666666,0.5295666666666666,2.472,1.0591333333333333
217,2007-07-09 07:09:00,294585,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.9252,0.9252,4.956,1.8504
218,2007-07-11 06:49:00,297445,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3534666666666667,0.3534666666666667,4.166,0.7069333333333334
219,2007-07-14 09:03:00,301899,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3956666666666665,0.3956666666666665,4.468,0.791333333333333
220,2007-07-16 14:09:00,305085,rejected_first_exit,0.308,1.528,5,30,0,13,0,0,0,0.5555666666666664,0.5555666666666664,2.416,1.1111333333333329
221,2007-07-22 07:25:00,313321,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.8498,0.8498,3.904,1.6996
222,2007-07-22 23:26:00,314282,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.7500333333333332,0.7500333333333332,3.388,1.5000666666666664
223,2007-07-24 07:06:00,316182,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.47020000000000006,0.47020000000000006,2.876,0.9404000000000001
224,2007-07-26 06:53:00,319049,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4079,0.4079,4.038,0.8158
225,2007-07-27 07:01:00,320497,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.084833333333333,1.084833333333333,4.608,2.169666666666666
226,2007-07-31 13:34:00,326650,rejected_first_exit,0.308,1.528,5,30,0,12,0,0,0,0.5025999999999999,0.5025999999999999,2.356,1.0051999999999999
227,2007-08-19 14:45:00,354081,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4567,0.4567,2.522,0.9134
228,2007-08-19 15:06:00,354102,rejected_first_exit,0.308,1.528,5,30,0,7,0,0,0,0.9495000000000002,0.9495000000000002,3.85,1.8990000000000005
229,2007-08-19 15:14:00,354110,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,1.148633333333333,1.148633333333333,3.85,2.297266666666666
230,2007-08-23 06:37:00,359353,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.7421333333333333,0.7421333333333333,4.786,1.4842666666666666
231,2007-08-25 18:14:00,362930,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.9905666666666667,0.9905666666666667,3.606,1.9811333333333334
232,2007-08-27 07:04:00,365140,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4624999999999999,0.4624999999999999,4.592,0.9249999999999999
233,2007-08-28 15:42:00,367098,rejected_first_exit,0.308,1.528,5,30,0,21,0,0,0,0.6761,0.6761,3.38,1.3522
234,2007-08-29 07:02:00,368018,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5234333333333332,0.5234333333333332,3.46,1.0468666666666666
235,2007-08-30 06:55:00,369451,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3625333333333334,0.3625333333333334,3.81,0.7250666666666667
236,2007-08-30 11:36:00,369732,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4497333333333333,0.4497333333333333,3.372,0.8994666666666666
237,2007-09-08 08:17:00,382493,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.15043333333333334,0.15043333333333334,1.594,0.30086666666666667
238,2007-09-08 13:44:00,382820,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.16813333333333333,0.16813333333333333,1.584,0.33626666666666666
239,2007-09-09 10:11:00,384047,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.5703666666666666,0.5703666666666666,2.624,1.1407333333333332
240,2007-09-09 11:22:00,384118,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.1596000000000002,1.1596000000000002,4.216,2.3192000000000004
241,2007-09-16 09:32:00,394088,rejected_first_exit,0.308,1.528,5,30,0,7,0,0,0,0.3658,0.3658,3.528,0.7316
242,2007-09-23 10:48:00,404244,rejected_first_exit,0.308,1.528,5,30,0,17,0,0,0,0.7979666666666665,0.7979666666666665,2.614,1.5959333333333332
243,2007-10-04 16:00:00,420396,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.26403333333333334,0.26403333333333334,2.986,0.5280666666666667
244,2007-10-13 13:49:00,433225,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.5775333333333333,0.5775333333333333,2.534,1.1550666666666667
245,2007-10-16 11:41:00,437417,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.7991999999999998,0.7991999999999998,3.598,1.5983999999999996
246,2007-10-18 06:52:00,440008,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0618666666666667,1.0618666666666667,5.532,2.1237333333333335
247,2007-10-24 13:37:00,449053,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.21859999999999996,0.21859999999999996,1.538,0.4371999999999999
248,2007-12-16 01:27:00,524643,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5269666666666666,0.5269666666666666,1.932,1.0539333333333334
249,2007-12-16 02:18:00,524694,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6385333333333334,0.6385333333333334,2.404,1.2770666666666668
250,2007-12-16 05:56:00,524912,rejected_first_exit,0.308,1.528,5,30,0,14,0,0,0,0.5599333333333333,0.5599333333333333,1.974,1.1198666666666666
251,2007-12-16 06:45:00,524961,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5462333333333333,0.5462333333333333,2.184,1.0924666666666667
252,2007-12-26 00:32:00,538988,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5758666666666665,0.5758666666666665,1.856,1.151733333333333
253,2007-12-29 07:13:00,543709,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.7029999999999998,0.7029999999999998,1.858,1.4059999999999997
254,2007-12-29 07:52:00,543748,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6236666666666669,0.6236666666666669,1.878,1.2473333333333338
255,2008-01-01 09:57:00,548193,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3777666666666667,0.3777666666666667,3.902,0.7555333333333334
256,2008-01-09 16:24:00,560100,rejected_first_exit,0.308,1.528,5,30,0,15,0,0,0,0.8153333333333331,0.8153333333333331,3.874,1.6306666666666663
257,2008-02-02 01:07:00,593743,rejected_first_exit,0.308,1.528,5,30,0,15,0,0,0,0.6837,0.6837,2.566,1.3674
258,2008-02-20 12:48:00,620364,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.38609999999999994,0.38609999999999994,2.044,0.7721999999999999
259,2008-03-11 17:55:00,649471,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.577833333333333,1.577833333333333,3.502,3.155666666666666
260,2008-03-14 06:32:00,653108,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5184333333333333,0.5184333333333333,3.958,1.0368666666666666
261,2008-03-19 12:21:00,660657,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.5268999999999999,0.5268999999999999,2.562,1.0537999999999998
262,2008-03-29 07:37:00,674773,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3200333333333333,0.3200333333333333,3.548,0.6400666666666666
263,2008-04-04 19:08:00,684104,rejected_first_exit,0.308,1.528,5,30,0,26,0,0,0,0.9098333333333335,0.9098333333333335,3.574,1.819666666666667
264,2008-05-06 06:43:00,729439,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4472333333333333,0.4472333333333333,4.082,0.8944666666666666
265,2008-05-13 14:33:00,739989,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.2446666666666668,1.2446666666666668,5.132,2.4893333333333336
266,2008-05-16 12:12:00,744168,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.8681666666666666,0.8681666666666666,4.856,1.7363333333333333
267,2008-05-20 19:22:00,750358,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.8620333333333334,0.8620333333333334,4.19,1.7240666666666669
268,2008-05-21 06:41:00,751037,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.9957666666666666,0.9957666666666666,4.092,1.9915333333333332
269,2008-05-21 15:02:00,751538,rejected_first_exit,0.308,1.528,5,30,0,12,0,0,0,0.5745333333333333,0.5745333333333333,2.526,1.1490666666666667
270,2008-05-21 16:19:00,751615,rejected_first_exit,0.308,1.528,5,30,0,16,0,0,0,0.6462666666666668,0.6462666666666668,2.618,1.2925333333333335
271,2008-05-22 06:53:00,752489,rejected_first_exit,0.308,1.528,5,30,0,28,0,0,0,0.5552333333333332,0.5552333333333332,3.994,1.1104666666666665
272,2008-05-28 06:39:00,761115,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.9733999999999999,0.9733999999999999,4.686,1.9467999999999999
273,2008-05-28 12:32:00,761468,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.36133333333333334,0.36133333333333334,3.046,0.7226666666666667
274,2008-06-01 14:21:00,767337,rejected_first_exit,0.308,1.528,5,30,0,10,0,0,0,0.49623333333333336,0.49623333333333336,2.532,0.9924666666666667
275,2008-06-05 06:37:00,772633,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.49423333333333336,0.49423333333333336,3.998,0.9884666666666668
276,2008-06-06 11:28:00,774364,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.29059999999999997,0.29059999999999997,3.034,0.5812
277,2008-06-06 12:25:00,774421,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.27173333333333344,0.27173333333333344,2.786,0.5434666666666669
278,2008-06-09 09:32:00,778568,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.6875666666666668,0.6875666666666668,2.636,1.3751333333333335
279,2008-06-11 06:37:00,781273,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.8391666666666667,0.8391666666666667,4.32,1.6783333333333335
280,2008-06-12 06:25:00,782701,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0027333333333333,1.0027333333333333,4.816,2.0054666666666665
281,2008-06-15 07:33:00,787089,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.40666666666666657,0.40666666666666657,3.998,0.8133333333333331
282,2008-06-18 15:18:00,791874,rejected_first_exit,0.308,1.528,5,30,0,13,0,0,0,0.5833333333333334,0.5833333333333334,2.578,1.1666666666666667
283,2008-06-18 18:57:00,792093,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.4399000000000002,1.4399000000000002,5.134,2.8798000000000004
284,2008-06-20 18:02:00,794918,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.8140666666666667,0.8140666666666667,2.852,1.6281333333333334
285,2008-06-22 13:00:00,797496,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6942666666666666,0.6942666666666666,3.482,1.3885333333333334
286,2008-06-26 12:36:00,803232,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.16456666666666667,0.16456666666666667,1.824,0.32913333333333333
287,2008-06-27 09:39:00,804495,rejected_first_exit,0.308,1.528,5,30,0,9,0,0,0,0.4176333333333333,0.4176333333333333,2.478,0.8352666666666667
288,2008-07-02 23:25:00,812521,rejected_first_exit,0.308,1.528,5,30,0,24,0,0,0,0.5959666666666665,0.5959666666666665,2.466,1.1919333333333333
289,2008-07-05 07:39:00,815895,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.2979666666666666,0.2979666666666666,3.26,0.5959333333333332
290,2008-07-06 08:11:00,817367,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3523,0.3523,4.168,0.7046
291,2008-07-06 09:29:00,817445,rejected_first_exit,0.308,1.528,5,30,0,14,0,0,0,0.5717000000000001,0.5717000000000001,3.394,1.1434000000000002
292,2008-07-06 10:10:00,817486,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6742333333333335,0.6742333333333335,1.664,1.348466666666667
293,2008-07-07 06:55:00,818731,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5653333333333334,0.5653333333333334,3.466,1.1306666666666667
294,2008-07-15 13:42:00,830658,rejected_first_exit,0.308,1.528,5,30,0,13,0,0,0,0.6085666666666666,0.6085666666666666,2.448,1.2171333333333332
295,2008-07-16 08:06:00,831762,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6803000000000001,0.6803000000000001,1.828,1.3606000000000003
296,2008-07-19 07:28:00,836044,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.37996666666666656,0.37996666666666656,3.648,0.7599333333333331
297,2008-07-20 00:56:00,837092,rejected_first_exit,0.308,1.528,5,30,0,14,0,0,0,0.6353333333333332,0.6353333333333332,3.194,1.2706666666666664
298,2008-07-27 08:33:00,847629,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.38566666666666666,0.38566666666666666,2.828,0.7713333333333333
299,2008-07-27 18:30:00,848226,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4393,0.4393,1.872,0.8786
300,2008-09-02 17:16:00,901432,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0538,1.0538,2.654,2.1076
301,2008-09-11 13:51:00,914187,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.7732,0.7732,3.086,1.5464
302,2008-09-19 01:08:00,924944,rejected_first_exit,0.308,1.528,5,30,0,13,0,0,0,0.5940333333333334,0.5940333333333334,2.478,1.1880666666666668
303,2008-10-10 18:38:00,956234,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.39130000000000004,0.39130000000000004,3.544,0.7826000000000001
304,2008-10-11 12:56:00,957332,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.7651666666666666,0.7651666666666666,4.26,1.5303333333333333
305,2008-10-13 15:21:00,960357,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.40629999999999994,0.40629999999999994,3.068,0.8125999999999999
306,2008-11-21 14:28:00,1016464,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4267666666666667,0.4267666666666667,1.814,0.8535333333333334
307,2008-11-26 23:51:00,1024227,rejected_first_exit,0.308,1.528,5,30,0,9,0,0,0,0.528,0.528,2.046,1.056
308,2008-11-27 01:19:00,1024315,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.48489999999999994,0.48489999999999994,1.922,0.9697999999999999
309,2008-11-27 01:40:00,1024336,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.5080333333333334,0.5080333333333334,1.944,1.016066666666667
310,2008-11-27 05:31:00,1024567,rejected_first_exit,0.308,1.528,5,30,0,8,0,0,0,0.45629999999999993,0.45629999999999993,1.856,0.9125999999999999
311,2008-11-27 05:52:00,1024588,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.7049666666666667,0.7049666666666667,3.042,1.4099333333333335
312,2008-11-27 16:14:00,1025210,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.4844666666666666,0.4844666666666666,1.964,0.9689333333333333
313,2008-12-12 06:30:00,1046226,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,1.1712333333333333,1.1712333333333333,4.324,2.3424666666666667
314,2008-12-24 06:26:00,1063502,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5138333333333335,0.5138333333333335,3.878,1.027666666666667
315,2008-12-28 10:53:00,1069529,rejected_first_exit,0.308,1.528,5,30,0,17,0,0,0,0.8489333333333334,0.8489333333333334,2.628,1.6978666666666669
316,2008-12-28 11:12:00,1069548,rejected_first_exit,0.308,1.528,5,30,0,7,0,0,0,0.42550000000000016,0.42550000000000016,2.508,0.8510000000000003
317,2009-01-07 16:45:00,1084281,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.6235666666666666,0.6235666666666666,4.26,1.2471333333333332
318,2009-01-24 14:05:00,1108601,rejected_first_exit,0.308,1.528,5,30,0,28,0,0,0,0.6839000000000001,0.6839000000000001,2.63,1.3678000000000001
319,2009-03-29 01:57:00,1200033,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5603999999999998,0.5603999999999998,1.786,1.1207999999999996
320,2009-03-29 02:27:00,1200063,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5733,0.5733,1.9,1.1466
321,2009-03-29 03:27:00,1200123,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5733,0.5733,1.9,1.1466
322,2009-03-29 04:21:00,1200177,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6177,0.6177,1.89,1.2354
323,2009-03-29 06:56:00,1200332,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6191666666666666,0.6191666666666666,1.986,1.2383333333333333
324,2009-03-29 07:21:00,1200357,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.6023,0.6023,1.878,1.2046
325,2009-03-29 07:45:00,1200381,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.7930999999999999,0.7930999999999999,2.392,1.5862
326,2009-04-01 02:45:00,1204401,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.35856666666666653,0.35856666666666653,2.102,0.7171333333333331
327,2009-04-01 05:45:00,1204581,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.35316666666666674,0.35316666666666674,1.956,0.7063333333333335
328,2009-04-08 10:50:00,1214966,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.2255999999999998,1.2255999999999998,3.206,2.4511999999999996
329,2009-04-18 19:12:00,1229868,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.2509666666666666,1.2509666666666666,3.526,2.501933333333333
330,2009-05-04 02:02:00,1251878,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5367666666666667,0.5367666666666667,1.918,1.0735333333333335
331,2009-05-04 03:30:00,1251966,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5061000000000001,0.5061000000000001,2.034,1.0122000000000002
332,2009-06-21 16:47:00,1321883,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3205666666666666,0.3205666666666666,3.008,0.6411333333333332
333,2009-06-28 09:56:00,1331552,rejected_first_exit,0.308,1.528,5,30,0,11,0,0,0,0.5604333333333331,0.5604333333333331,2.61,1.1208666666666665
334,2009-06-30 15:17:00,1334753,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.5184000000000001,0.5184000000000001,2.572,1.0368000000000002
335,2009-07-03 09:03:00,1338699,rejected_first_exit,0.308,1.528,5,30,0,12,0,0,0,0.5317000000000001,0.5317000000000001,2.49,1.0634000000000001
336,2009-07-04 07:08:00,1340024,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3956666666666667,0.3956666666666667,3.294,0.7913333333333334
337,2009-07-04 08:09:00,1340085,rejected_first_exit,0.308,1.528,5,30,0,11,0,0,0,0.8487999999999999,0.8487999999999999,2.542,1.6976
338,2009-07-04 08:21:00,1340097,rejected_first_exit,0.308,1.528,5,30,0,9,0,0,0,0.5404333333333332,0.5404333333333332,2.542,1.0808666666666664
339,2009-07-05 08:01:00,1341517,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.37906666666666666,0.37906666666666666,3.008,0.7581333333333333
340,2009-07-06 20:14:00,1343690,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.38319999999999993,0.38319999999999993,3.05,0.7663999999999999
341,2009-07-07 11:06:00,1344582,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3232333333333333,0.3232333333333333,2.242,0.6464666666666666
342,2009-07-14 11:33:00,1354689,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.1871999999999998,1.1871999999999998,2.998,2.3743999999999996
343,2009-07-21 20:11:00,1365287,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3932333333333333,0.3932333333333333,1.934,0.7864666666666668
344,2009-07-23 03:59:00,1367195,rejected_first_exit,0.308,1.528,5,30,0,16,0,0,0,0.6547,0.6547,3.132,1.3094
345,2009-08-01 17:56:00,1380992,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.3453666666666666,0.3453666666666666,1.618,0.6907333333333333
346,2009-08-17 16:10:00,1403926,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.39783333333333326,0.39783333333333326,3.084,0.7956666666666666
347,2009-08-22 10:25:00,1410781,rejected_first_exit,0.308,1.528,5,30,0,12,0,0,0,0.7547333333333333,0.7547333333333333,4.07,1.5094666666666667
348,2009-09-06 13:56:00,1432592,rejected_first_exit,0.308,1.528,5,30,0,16,0,0,0,0.6770666666666669,0.6770666666666669,3.108,1.3541333333333339
349,2009-09-12 12:24:00,1441140,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0415666666666665,1.0415666666666665,3.368,2.083133333333333
350,2009-09-13 12:40:00,1442596,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.3819000000000006,1.3819000000000006,3.094,2.763800000000001
